Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-12-01 09:30:00-05:00,678.8099975585938,679.469970703125,678.7999877929688,679.2999877929688,1914839,0.0,0.0,0.0
2025-12-01 09:31:00-05:00,679.2999877929688,679.3599853515625,678.97998046875,679.0599975585938,450580,0.0,0.0,0.0
2025-12-01 09:32:00-05:00,679.0650024414062,679.22998046875,678.760009765625,679.1849975585938,397874,0.0,0.0,0.0
2025-12-01 09:33:00-05:00,679.1849975585938,679.60498046875,679.0,679.469970703125,205204,0.0,0.0,0.0
2025-12-01 09:34:00-05:00,679.469970703125,679.6699829101562,679.4000244140625,679.6699829101562,270191,0.0,0.0,0.0
2025-12-01 09:35:00-05:00,679.6799926757812,679.8300170898438,679.510009765625,679.72998046875,238076,0.0,0.0,0.0
2025-12-01 09:36:00-05:00,679.72998046875,679.8709716796875,679.530029296875,679.6799926757812,174956,0.0,0.0,0.0
2025-12-01 09:37:00-05:00,679.6900024414062,680.1599731445312,679.6799926757812,680.1444091796875,170252,0.0,0.0,0.0
2025-12-01 09:38:00-05:00,680.1500244140625,680.3099975585938,680.030029296875,680.0985107421875,187389,0.0,0.0,0.0
2025-12-01 09:39:00-05:00,680.0800170898438,680.0800170898438,679.3900146484375,679.3900146484375,188500,0.0,0.0,0.0
2025-12-01 09:40:00-05:00,679.3699951171875,679.7999877929688,679.2449951171875,679.4000244140625,235183,0.0,0.0,0.0
2025-12-01 09:41:00-05:00,679.3900146484375,679.5900268554688,678.9099731445312,679.530029296875,223161,0.0,0.0,0.0
2025-12-01 09:42:00-05:00,679.47998046875,679.47998046875,679.1599731445312,679.4484252929688,125240,0.0,0.0,0.0
2025-12-01 09:43:00-05:00,679.4000244140625,679.4000244140625,678.739990234375,678.9199829101562,221772,0.0,0.0,0.0
2025-12-01 09:44:00-05:00,678.9099731445312,679.3099975585938,678.760009765625,679.25,163142,0.0,0.0,0.0
2025-12-01 09:45:00-05:00,679.260009765625,679.75,679.0999755859375,679.75,183639,0.0,0.0,0.0
2025-12-01 09:46:00-05:00,679.75,679.9349975585938,679.6799926757812,679.9251098632812,190850,0.0,0.0,0.0
2025-12-01 09:47:00-05:00,679.9299926757812,680.4199829101562,679.8699951171875,680.4199829101562,225482,0.0,0.0,0.0
2025-12-01 09:48:00-05:00,680.4199829101562,680.719970703125,680.22998046875,680.2999877929688,207475,0.0,0.0,0.0
2025-12-01 09:49:00-05:00,680.3099975585938,680.364990234375,680.1099853515625,680.1599731445312,172456,0.0,0.0,0.0
