Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-12-08 09:30:00-05:00,686.5900268554688,686.6400146484375,684.97998046875,685.4400024414062,6830339,0.0,0.0,0.0
2025-12-08 10:00:00-05:00,685.4199829101562,685.7750244140625,683.8723754882812,684.5549926757812,3710868,0.0,0.0,0.0
2025-12-08 10:30:00-05:00,684.5399780273438,685.0499877929688,683.5700073242188,683.7050170898438,3747496,0.0,0.0,0.0
2025-12-08 11:00:00-05:00,683.7000122070312,684.1099853515625,682.9099731445312,684.0900268554688,3215830,0.0,0.0,0.0
2025-12-08 11:30:00-05:00,684.0800170898438,684.1199951171875,683.02001953125,683.38818359375,1886553,0.0,0.0,0.0
2025-12-08 12:00:00-05:00,683.3900146484375,683.3900146484375,682.1900024414062,682.6900024414062,2662407,0.0,0.0,0.0
2025-12-08 12:30:00-05:00,682.6900024414062,684.3099975585938,682.5999755859375,684.1221923828125,2938041,0.0,0.0,0.0
2025-12-08 13:00:00-05:00,684.1300048828125,684.4000244140625,682.8200073242188,682.8300170898438,2322473,0.0,0.0,0.0
2025-12-08 13:30:00-05:00,682.8300170898438,683.14501953125,681.5700073242188,682.1099853515625,4120216,0.0,0.0,0.0
2025-12-08 14:00:00-05:00,682.1300048828125,682.5900268554688,681.6599731445312,682.2449951171875,2379688,0.0,0.0,0.0
2025-12-08 14:30:00-05:00,682.22998046875,682.8200073242188,682.1500244140625,682.3300170898438,2310167,0.0,0.0,0.0
2025-12-08 15:00:00-05:00,682.3400268554688,682.780029296875,682.1799926757812,682.6400146484375,3246289,0.0,0.0,0.0
2025-12-08 15:30:00-05:00,682.6400146484375,683.760009765625,682.0599975585938,683.6500244140625,9644429,0.0,0.0,0.0
2025-12-09 09:30:00-05:00,683.1500244140625,684.530029296875,682.8200073242188,684.4199829101562,7085996,0.0,0.0,0.0
2025-12-09 10:00:00-05:00,684.4400024414062,684.9400024414062,683.760009765625,684.2150268554688,3745411,0.0,0.0,0.0
2025-12-09 10:30:00-05:00,684.2000122070312,684.5700073242188,683.5850219726562,684.5050048828125,3105006,0.0,0.0,0.0
2025-12-09 11:00:00-05:00,684.489990234375,685.3400268554688,684.4400024414062,684.8099975585938,2780768,0.0,0.0,0.0
2025-12-09 11:30:00-05:00,684.8099975585938,685.385009765625,684.52001953125,684.97998046875,2788050,0.0,0.0,0.0
2025-12-09 12:00:00-05:00,684.969970703125,685.3400268554688,684.27001953125,684.6500244140625,2326775,0.0,0.0,0.0
2025-12-09 12:30:00-05:00,684.6500244140625,684.8599243164062,683.6199951171875,684.2750244140625,3285450,0.0,0.0,0.0
2025-12-09 13:00:00-05:00,684.27001953125,684.489990234375,683.8800048828125,684.239990234375,2202635,0.0,0.0,0.0
2025-12-09 13:30:00-05:00,684.239990234375,684.344970703125,683.3499755859375,684.0499877929688,2436355,0.0,0.0,0.0
2025-12-09 14:00:00-05:00,684.0599975585938,684.139892578125,683.6400146484375,683.72998046875,2104538,0.0,0.0,0.0
2025-12-09 14:30:00-05:00,683.72998046875,683.8200073242188,683.2000122070312,683.6300048828125,2454464,0.0,0.0,0.0
2025-12-09 15:00:00-05:00,683.6300048828125,683.8526000976562,683.2999877929688,683.3250122070312,3263464,0.0,0.0,0.0
2025-12-09 15:30:00-05:00,683.3200073242188,683.6099853515625,682.5900268554688,683.0499877929688,10786428,0.0,0.0,0.0
2025-12-10 09:30:00-05:00,682.5599975585938,683.3300170898438,681.3099975585938,683.1243896484375,7460120,0.0,0.0,0.0
2025-12-10 10:00:00-05:00,683.125,683.4600219726562,682.719970703125,682.989990234375,3667224,0.0,0.0,0.0
