Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-09-12 09:30:00-04:00,657.5999755859375,657.77001953125,657.4299926757812,657.6599731445312,2120538,0.0,0.0,0.0
2025-09-12 09:35:00-04:00,657.6599731445312,657.7100219726562,657.14501953125,657.4099731445312,1677568,0.0,0.0,0.0
2025-09-12 09:40:00-04:00,657.4199829101562,657.6500244140625,657.3800048828125,657.4425048828125,1083429,0.0,0.0,0.0
2025-09-12 09:45:00-04:00,657.4450073242188,657.6649780273438,657.239990234375,657.5634765625,1051653,0.0,0.0,0.0
2025-09-12 09:50:00-04:00,657.5599975585938,657.7000122070312,657.3800048828125,657.5549926757812,740083,0.0,0.0,0.0
2025-09-12 09:55:00-04:00,657.5499877929688,658.0679931640625,657.530029296875,657.989990234375,1184915,0.0,0.0,0.0
2025-09-12 10:00:00-04:00,658.010009765625,658.0599975585938,657.5499877929688,657.8400268554688,865006,0.0,0.0,0.0
2025-09-12 10:05:00-04:00,657.8599853515625,658.2000122070312,657.77001953125,658.1699829101562,1005058,0.0,0.0,0.0
2025-09-12 10:10:00-04:00,658.1900024414062,658.1900024414062,657.489990234375,657.510009765625,878979,0.0,0.0,0.0
2025-09-12 10:15:00-04:00,657.5,657.7999267578125,657.3200073242188,657.6799926757812,756591,0.0,0.0,0.0
2025-09-12 10:20:00-04:00,657.6799926757812,658.1099853515625,657.6699829101562,657.97998046875,880035,0.0,0.0,0.0
2025-09-12 10:25:00-04:00,657.969970703125,658.0449829101562,657.75,657.969970703125,582215,0.0,0.0,0.0
2025-09-12 10:30:00-04:00,657.9600219726562,658.0299072265625,657.6849975585938,657.9099731445312,834113,0.0,0.0,0.0
2025-09-12 10:35:00-04:00,657.9000244140625,657.9949951171875,657.75,657.8800048828125,414660,0.0,0.0,0.0
2025-09-12 10:40:00-04:00,657.8800048828125,657.9949951171875,657.780029296875,657.8007202148438,657992,0.0,0.0,0.0
2025-09-12 10:45:00-04:00,657.8300170898438,658.1199951171875,657.7899780273438,658.094970703125,477781,0.0,0.0,0.0
2025-09-12 10:50:00-04:00,658.0900268554688,658.2249755859375,657.9299926757812,658.2208862304688,519159,0.0,0.0,0.0
2025-09-12 10:55:00-04:00,658.219970703125,658.47998046875,658.2000122070312,658.38037109375,781818,0.0,0.0,0.0
2025-09-12 11:00:00-04:00,658.3800048828125,658.4349975585938,657.9450073242188,657.97998046875,661926,0.0,0.0,0.0
2025-09-12 11:05:00-04:00,657.97998046875,658.094970703125,657.9099731445312,658.0399780273438,433491,0.0,0.0,0.0
2025-09-12 11:10:00-04:00,658.030029296875,658.1500244140625,657.844970703125,658.0750122070312,523618,0.0,0.0,0.0
