Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-06-29,282.7044677734375,282.84374369101283,277.5696211414801,279.8724202140657,79773300
2020-06-30,286.32574462890625,288.0342901100218,282.1101762963418,282.26801286929793,113394800
2020-07-01,288.3314514160156,289.60358040521163,286.9850797174508,287.4493516832136,72396500
2020-07-02,289.91925048828125,293.1412987145926,289.2506977966374,291.78560431906743,69344200
2020-07-06,294.3948059082031,294.9797930469439,293.0112846883872,293.7634029133658,61713800
2020-07-07,291.3584899902344,294.83123494372063,290.9777836088609,292.8441658271553,82910000
2020-07-08,293.58697509765625,293.698395820971,290.35566077389734,292.1291545148365,54638600
2020-07-09,291.91558837890625,294.44122850995996,288.47996517243905,294.1997980673815,83354200
2020-07-10,294.896240234375,295.1655258873221,290.4113858719339,291.8506175159601,57550400
2020-07-13,292.3427429199219,299.65037850017325,291.68348471943426,297.2547478306085,102997500
2020-07-14,296.13116455078125,296.9111378459169,289.7056297809906,290.9127252369829,93657000
2020-07-15,298.851806640625,299.95677595172276,296.4561479367519,299.371788865035,87196500
2020-07-16,297.86761474609375,298.322592203229,296.28907873294133,296.9390708176304,54622500
2020-07-17,298.7310791015625,299.5203469107838,296.8925523816369,298.8796494933963,62774900
2020-07-20,301.1452941894531,301.89741230602556,297.7096712262448,298.4617893428172,56308800
2020-07-21,301.7860412597656,303.56882955653316,300.792492554211,303.12314665079583,57292200
