Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-12-08 09:30:00-05:00,686.5900268554688,686.6400146484375,685.9199829101562,686.119873046875,2562066,0.0,0.0,0.0
2025-12-08 09:35:00-05:00,686.1199951171875,686.2299194335938,685.75,685.7999877929688,1099301,0.0,0.0,0.0
2025-12-08 09:40:00-05:00,685.8099975585938,686.02001953125,685.280029296875,685.9199829101562,1195242,0.0,0.0,0.0
2025-12-08 09:45:00-05:00,685.9199829101562,686.0999755859375,684.97998046875,685.530029296875,776197,0.0,0.0,0.0
2025-12-08 09:50:00-05:00,685.510009765625,685.9099731445312,685.4199829101562,685.8599853515625,572804,0.0,0.0,0.0
2025-12-08 09:55:00-05:00,685.8499755859375,685.9500122070312,685.344970703125,685.4400024414062,624729,0.0,0.0,0.0
2025-12-08 10:00:00-05:00,685.4199829101562,685.7750244140625,685.260009765625,685.6300048828125,568217,0.0,0.0,0.0
2025-12-08 10:05:00-05:00,685.6300048828125,685.6300048828125,685.0499877929688,685.22998046875,518020,0.0,0.0,0.0
2025-12-08 10:10:00-05:00,685.239990234375,685.239990234375,684.8300170898438,684.9199829101562,566909,0.0,0.0,0.0
2025-12-08 10:15:00-05:00,684.9299926757812,685.219970703125,684.6599731445312,685.010009765625,711762,0.0,0.0,0.0
2025-12-08 10:20:00-05:00,685.0180053710938,685.1599731445312,684.6900024414062,684.75,516943,0.0,0.0,0.0
2025-12-08 10:25:00-05:00,684.75,684.77001953125,683.8723754882812,684.5549926757812,829017,0.0,0.0,0.0
2025-12-08 10:30:00-05:00,684.5399780273438,684.989990234375,684.1599731445312,684.9000244140625,874846,0.0,0.0,0.0
2025-12-08 10:35:00-05:00,684.89501953125,685.0499877929688,684.5499877929688,684.6900024414062,515750,0.0,0.0,0.0
2025-12-08 10:40:00-05:00,684.6900024414062,684.77001953125,684.0440063476562,684.0750122070312,484130,0.0,0.0,0.0
2025-12-08 10:45:00-05:00,684.0750122070312,684.530029296875,684.0499877929688,684.4149780273438,551467,0.0,0.0,0.0
2025-12-08 10:50:00-05:00,684.4299926757812,684.4500122070312,683.9199829101562,684.0399780273438,676837,0.0,0.0,0.0
2025-12-08 10:55:00-05:00,684.030029296875,684.0850219726562,683.5700073242188,683.7050170898438,644466,0.0,0.0,0.0
2025-12-08 11:00:00-05:00,683.7000122070312,683.7000122070312,682.9099731445312,683.27001953125,887165,0.0,0.0,0.0
2025-12-08 11:05:00-05:00,683.2650146484375,683.7291259765625,683.2117919921875,683.6599731445312,466912,0.0,0.0,0.0
2025-12-08 11:10:00-05:00,683.6799926757812,683.9000244140625,683.3099975585938,683.4100952148438,562534,0.0,0.0,0.0
2025-12-08 11:15:00-05:00,683.4099731445312,683.5399780273438,683.27001953125,683.4799194335938,326993,0.0,0.0,0.0
2025-12-08 11:20:00-05:00,683.4600219726562,684.1099853515625,683.4299926757812,683.9000244140625,443565,0.0,0.0,0.0
2025-12-08 11:25:00-05:00,683.8900146484375,684.0999755859375,683.5499877929688,684.0900268554688,528661,0.0,0.0,0.0
2025-12-08 11:30:00-05:00,684.0800170898438,684.1199951171875,683.625,683.6599731445312,377807,0.0,0.0,0.0
2025-12-08 11:35:00-05:00,683.6599731445312,683.7999877929688,683.4600219726562,683.52001953125,384570,0.0,0.0,0.0
2025-12-08 11:40:00-05:00,683.5399780273438,683.8499145507812,683.4600219726562,683.8297729492188,261973,0.0,0.0,0.0
2025-12-08 11:45:00-05:00,683.8250122070312,683.8699951171875,683.375,683.3800048828125,268273,0.0,0.0,0.0
2025-12-08 11:50:00-05:00,683.3699951171875,683.6400146484375,683.02001953125,683.3599853515625,316597,0.0,0.0,0.0
2025-12-08 11:55:00-05:00,683.3599853515625,683.47998046875,683.2100219726562,683.38818359375,277333,0.0,0.0,0.0
2025-12-08 12:00:00-05:00,683.3900146484375,683.3900146484375,682.4949951171875,682.77001953125,495383,0.0,0.0,0.0
2025-12-08 12:05:00-05:00,682.739990234375,683.3599853515625,682.719970703125,683.214111328125,399090,0.0,0.0,0.0
2025-12-08 12:10:00-05:00,683.2100219726562,683.27001953125,682.760009765625,682.89501953125,350332,0.0,0.0,0.0
2025-12-08 12:15:00-05:00,682.8800048828125,683.1500244140625,682.8300170898438,683.0,426940,0.0,0.0,0.0
2025-12-08 12:20:00-05:00,682.97998046875,683.0150146484375,682.6400146484375,682.6900024414062,462426,0.0,0.0,0.0
2025-12-08 12:25:00-05:00,682.6900024414062,682.739990234375,682.1900024414062,682.6900024414062,528236,0.0,0.0,0.0
2025-12-08 12:30:00-05:00,682.6900024414062,682.9949951171875,682.6300048828125,682.7550048828125,333146,0.0,0.0,0.0
2025-12-08 12:35:00-05:00,682.75,682.8250122070312,682.5999755859375,682.7100219726562,294267,0.0,0.0,0.0
2025-12-08 12:40:00-05:00,682.6900024414062,683.1300048828125,682.6099853515625,682.8699951171875,362998,0.0,0.0,0.0
2025-12-08 12:45:00-05:00,682.8800048828125,683.2999877929688,682.6749877929688,683.2000122070312,460830,0.0,0.0,0.0
2025-12-08 12:50:00-05:00,683.1950073242188,683.5098876953125,683.14501953125,683.4600830078125,531833,0.0,0.0,0.0
2025-12-08 12:55:00-05:00,683.47998046875,684.3099975585938,683.2899780273438,684.1221923828125,954967,0.0,0.0,0.0
2025-12-08 13:00:00-05:00,684.1300048828125,684.4000244140625,683.5900268554688,683.760009765625,658343,0.0,0.0,0.0
2025-12-08 13:05:00-05:00,683.77001953125,684.0700073242188,683.7052001953125,684.02001953125,284703,0.0,0.0,0.0
2025-12-08 13:10:00-05:00,684.0399780273438,684.0999755859375,683.7598876953125,683.8200073242188,308528,0.0,0.0,0.0
2025-12-08 13:15:00-05:00,683.8300170898438,684.0499877929688,683.7000122070312,683.8800048828125,335381,0.0,0.0,0.0
2025-12-08 13:20:00-05:00,683.8699951171875,684.0,683.72998046875,683.8699951171875,207705,0.0,0.0,0.0
2025-12-08 13:25:00-05:00,683.8699951171875,683.8900146484375,682.8200073242188,682.8300170898438,527813,0.0,0.0,0.0
2025-12-08 13:30:00-05:00,682.8300170898438,682.9744873046875,682.4099731445312,682.52001953125,1099096,0.0,0.0,0.0
2025-12-08 13:35:00-05:00,682.52001953125,683.14501953125,682.2999877929688,683.0599975585938,502565,0.0,0.0,0.0
2025-12-08 13:40:00-05:00,683.0700073242188,683.1019287109375,682.7000732421875,682.97998046875,311136,0.0,0.0,0.0
2025-12-08 13:45:00-05:00,682.97998046875,683.0999755859375,682.6599731445312,682.6799926757812,666351,0.0,0.0,0.0
2025-12-08 13:50:00-05:00,682.6699829101562,682.7899780273438,682.469970703125,682.5900268554688,549428,0.0,0.0,0.0
2025-12-08 13:55:00-05:00,682.5800170898438,682.5900268554688,681.5700073242188,682.1099853515625,991640,0.0,0.0,0.0
2025-12-08 14:00:00-05:00,682.1300048828125,682.27001953125,681.6599731445312,682.0499877929688,642512,0.0,0.0,0.0
2025-12-08 14:05:00-05:00,682.0399780273438,682.2999877929688,681.9299926757812,682.1900024414062,288348,0.0,0.0,0.0
2025-12-08 14:10:00-05:00,682.1799926757812,682.2750244140625,681.8099975585938,681.9199829101562,334288,0.0,0.0,0.0
2025-12-08 14:15:00-05:00,681.9099731445312,682.4570922851562,681.9099731445312,682.4199829101562,535863,0.0,0.0,0.0
2025-12-08 14:20:00-05:00,682.4299926757812,682.5900268554688,682.2100219726562,682.25439453125,301170,0.0,0.0,0.0
2025-12-08 14:25:00-05:00,682.260009765625,682.4000244140625,682.0999755859375,682.2449951171875,277507,0.0,0.0,0.0
2025-12-08 14:30:00-05:00,682.22998046875,682.5499877929688,682.1749877929688,682.47998046875,271151,0.0,0.0,0.0
2025-12-08 14:35:00-05:00,682.469970703125,682.780029296875,682.4199829101562,682.5349731445312,375035,0.0,0.0,0.0
2025-12-08 14:40:00-05:00,682.5399780273438,682.75,682.4000244140625,682.639892578125,398513,0.0,0.0,0.0
2025-12-08 14:45:00-05:00,682.635009765625,682.6400146484375,682.3200073242188,682.510009765625,390447,0.0,0.0,0.0
2025-12-08 14:50:00-05:00,682.530029296875,682.8200073242188,682.510009765625,682.6820068359375,423258,0.0,0.0,0.0
2025-12-08 14:55:00-05:00,682.6849975585938,682.6900024414062,682.1500244140625,682.3300170898438,451763,0.0,0.0,0.0
2025-12-08 15:00:00-05:00,682.3400268554688,682.5499877929688,682.239990234375,682.2999877929688,504023,0.0,0.0,0.0
2025-12-08 15:05:00-05:00,682.3099975585938,682.530029296875,682.1799926757812,682.5,594685,0.0,0.0,0.0
2025-12-08 15:10:00-05:00,682.5,682.6300048828125,682.4299926757812,682.5800170898438,435240,0.0,0.0,0.0
2025-12-08 15:15:00-05:00,682.5900268554688,682.780029296875,682.4000244140625,682.6400146484375,723839,0.0,0.0,0.0
2025-12-08 15:20:00-05:00,682.6400146484375,682.77001953125,682.52001953125,682.5499877929688,452424,0.0,0.0,0.0
2025-12-08 15:25:00-05:00,682.5499877929688,682.6849975585938,682.3699951171875,682.6400146484375,536078,0.0,0.0,0.0
2025-12-08 15:30:00-05:00,682.6400146484375,682.6799926757812,682.2000122070312,682.260009765625,855727,0.0,0.0,0.0
2025-12-08 15:35:00-05:00,682.27001953125,682.4799194335938,682.0599975585938,682.3599853515625,752630,0.0,0.0,0.0
2025-12-08 15:40:00-05:00,682.3499755859375,682.7100219726562,682.2899780273438,682.6900024414062,712150,0.0,0.0,0.0
2025-12-08 15:45:00-05:00,682.6799926757812,682.72998046875,682.4000244140625,682.5499877929688,867445,0.0,0.0,0.0
2025-12-08 15:50:00-05:00,682.5499877929688,682.8900146484375,682.3300170898438,682.47998046875,1559570,0.0,0.0,0.0
2025-12-08 15:55:00-05:00,682.47998046875,683.760009765625,682.4199829101562,683.6500244140625,4896907,0.0,0.0,0.0
